ase_id,chr,strand,out_donor,out_acceptor,in_junction
17@+@78137358^78137717-@78137357^78137359-78137717^78137719-,17,+,78137358^,78137717-,78137357^78137359-78137717^78137719-
17@+@78137323^78137717-@78137322^78137324-78137717^78137719-,17,+,78137323^,78137717-,78137322^78137324-78137717^78137719-
17@+@28490368^28490454-@28490367^28490369-28490454^28490456-,17,+,28490368^,28490454-,28490367^28490369-28490454^28490456-
17@+@28493789^28494017-@28493788^28493790-28494017^28494019-,17,+,28493789^,28494017-,28493788^28493790-28494017^28494019-
17@+@7688561^7688648-@7688560^7688562-7688648^7688650-,17,+,7688561^,7688648-,7688560^7688562-7688648^7688650-
17@+@7701789^7702743-@7701788^7701790-7702743^7702745-,17,+,7701789^,7702743-,7701788^7701790-7702743^7702745-
17@-@78126277^78125884-@78126279^78126277-78125885^78125883-,17,-,78126277^,78125884-,78126279^78126277-78125885^78125883-
17@-@78121013^78120832-@78121015^78121013-78120833^78120831-,17,-,78121013^,78120832-,78121015^78121013-78120833^78120831-
17@-@42224779^42223556-@42224781^42224779-42223557^42223555-,17,-,42224779^,42223556-,42224781^42224779-42223557^42223555-
17@-@42218151^42217464-@42218153^42218151-42217465^42217463-,17,-,42218151^,42217464-,42218153^42218151-42217465^42217463-
17@-@42218723^42218330-@42218725^42218723-42218331^42218329-,17,-,42218723^,42218330-,42218725^42218723-42218331^42218329-
17@-@42210403^42210301-@42210405^42210403-42210302^42210300-,17,-,42210403^,42210301-,42210405^42210403-42210302^42210300-
17@-@82450199^82449480-@82450201^82450199-82449481^82449479-,17,-,82450199^,82449480-,82450201^82450199-82449481^82449479-
17@+@58243055^58243994-@58243054^58243056-58243994^58243996-,17,+,58243055^,58243994-,58243054^58243056-58243994^58243996-
17@+@58249177^58249566-@58249176^58249178-58249566^58249568-,17,+,58249177^,58249566-,58249176^58249178-58249566^58249568-
17@-@75844221^75843519-@75844223^75844221-75843520^75843518-,17,-,75844221^,75843519-,75844223^75844221-75843520^75843518-
17@-@8232906^8232475-@8232908^8232906-8232476^8232474-,17,-,8232906^,8232475-,8232908^8232906-8232476^8232474-
17@-@8233363^8233032-@8233365^8233363-8233033^8233031-,17,-,8233363^,8233032-,8233365^8233363-8233033^8233031-
17@-@8230447^8230348-@8230449^8230447-8230349^8230347-,17,-,8230447^,8230348-,8230449^8230447-8230349^8230347-
17@-@8230294^8229968-@8230296^8230294-8229969^8229967-,17,-,8230294^,8229968-,8230296^8230294-8229969^8229967-
17@-@8230294^8229922-@8230296^8230294-8229923^8229921-,17,-,8230294^,8229922-,8230296^8230294-8229923^8229921-
17@-@8230294^8229968-@8230296^8230294-8229969^8229967-,17,-,8230294^,8229968-,8230296^8230294-8229969^8229967-
17@-@8230294^8229922-@8230296^8230294-8229923^8229921-,17,-,8230294^,8229922-,8230296^8230294-8229923^8229921-
17@-@8230447^8230348-@8230449^8230447-8230349^8230347-,17,-,8230447^,8230348-,8230449^8230447-8230349^8230347-
17@-@8229302^8229206-@8229304^8229302-8229207^8229205-,17,-,8229302^,8229206-,8229304^8229302-8229207^8229205-
17@-@8229302^8228892-@8229304^8229302-8228893^8228891-,17,-,8229302^,8228892-,8229304^8229302-8228893^8228891-
17@-@8229302^8228892-@8229304^8229302-8228893^8228891-,17,-,8229302^,8228892-,8229304^8229302-8228893^8228891-
17@-@8229142^8228629-@8229144^8229142-8228630^8228628-,17,-,8229142^,8228629-,8229144^8229142-8228630^8228628-
17@-@8229335^8228629-@8229337^8229335-8228630^8228628-,17,-,8229335^,8228629-,8229337^8229335-8228630^8228628-
17@-@8228727^8228629-@8228729^8228727-8228630^8228628-,17,-,8228727^,8228629-,8228729^8228727-8228630^8228628-
17@-@8228725^8228629-@8228727^8228725-8228630^8228628-,17,-,8228725^,8228629-,8228727^8228725-8228630^8228628-
17@-@8229302^8228629-@8229304^8229302-8228630^8228628-,17,-,8229302^,8228629-,8229304^8229302-8228630^8228628-
17@-@8229302^8229206-@8229304^8229302-8229207^8229205-,17,-,8229302^,8229206-,8229304^8229302-8229207^8229205-
17@-@5501737^5500112-@5501739^5501737-5500113^5500111-,17,-,5501737^,5500112-,5501739^5501737-5500113^5500111-
17@-@5501737^5501303-@5501739^5501737-5501304^5501302-,17,-,5501737^,5501303-,5501739^5501737-5501304^5501302-
17@-@5584056^5583959-@5584058^5584056-5583960^5583958-,17,-,5584056^,5583959-,5584058^5584056-5583960^5583958-
17@-@5584293^5583959-@5584295^5584293-5583960^5583958-,17,-,5584293^,5583959-,5584295^5584293-5583960^5583958-
17@-@5584293^5584103-@5584295^5584293-5584104^5584102-,17,-,5584293^,5584103-,5584295^5584293-5584104^5584102-
17@-@5584293^5583959-@5584295^5584293-5583960^5583958-,17,-,5584293^,5583959-,5584295^5584293-5583960^5583958-
17@-@5541844^5539585-@5541846^5541844-5539586^5539584-,17,-,5541844^,5539585-,5541846^5541844-5539586^5539584-
17@-@5541857^5539585-@5541859^5541857-5539586^5539584-,17,-,5541857^,5539585-,5541859^5541857-5539586^5539584-
17@-@5541857^5539690-@5541859^5541857-5539691^5539689-,17,-,5541857^,5539690-,5541859^5541857-5539691^5539689-
17@+@43138922^43139816-@43138921^43138923-43139816^43139818-,17,+,43138922^,43139816-,43138921^43138923-43139816^43139818-
17@-@43167734^43167250-@43167736^43167734-43167251^43167249-,17,-,43167734^,43167250-,43167736^43167734-43167251^43167249-
17@+@43213045^43213190-@43213044^43213046-43213190^43213192-,17,+,43213045^,43213190-,43213044^43213046-43213190^43213192-
17@+@50536625^50536708-@50536624^50536626-50536708^50536710-,17,+,50536625^,50536708-,50536624^50536626-50536708^50536710-
17@+@50548453^50548554-@50548452^50548454-50548554^50548556-,17,+,50548453^,50548554-,50548452^50548454-50548554^50548556-
17@+@50548964^50549043-@50548963^50548965-50549043^50549045-,17,+,50548964^,50549043-,50548963^50548965-50549043^50549045-
17@+@50550115^50550208-@50550114^50550116-50550208^50550210-,17,+,50550115^,50550208-,50550114^50550116-50550208^50550210-
17@+@50550115^50550230-@50550114^50550116-50550230^50550232-,17,+,50550115^,50550230-,50550114^50550116-50550230^50550232-
17@+@50550917^50550998-@50550916^50550918-50550998^50551000-,17,+,50550917^,50550998-,50550916^50550918-50550998^50551000-
17@+@50626082^50626320-@50626081^50626083-50626320^50626322-,17,+,50626082^,50626320-,50626081^50626083-50626320^50626322-
17@+@47579511^47582827-@47579510^47579512-47582827^47582829-,17,+,47579511^,47582827-,47579510^47579512-47582827^47582829-
17@+@47579511^47582742-@47579510^47579512-47582742^47582744-,17,+,47579511^,47582742-,47579510^47579512-47582742^47582744-
17@+@47579455^47582742-@47579454^47579456-47582742^47582744-,17,+,47579455^,47582742-,47579454^47579456-47582742^47582744-
17@+@47585700^47586148-@47585699^47585701-47586148^47586150-,17,+,47585700^,47586148-,47585699^47585701-47586148^47586150-
17@+@47585745^47586148-@47585744^47585746-47586148^47586150-,17,+,47585745^,47586148-,47585744^47585746-47586148^47586150-
17@+@47586244^47586365-@47586243^47586245-47586365^47586367-,17,+,47586244^,47586365-,47586243^47586245-47586365^47586367-
17@+@47585745^47586365-@47585744^47585746-47586365^47586367-,17,+,47585745^,47586365-,47585744^47585746-47586365^47586367-
17@+@47586398^47587230-@47586397^47586399-47587230^47587232-,17,+,47586398^,47587230-,47586397^47586399-47587230^47587232-
17@+@47586398^47587230-@47586397^47586399-47587230^47587232-,17,+,47586398^,47587230-,47586397^47586399-47587230^47587232-
17@+@47599743^47601614-@47599742^47599744-47601614^47601616-,17,+,47599743^,47601614-,47599742^47599744-47601614^47601616-
17@+@47599739^47601608-@47599738^47599740-47601608^47601610-,17,+,47599739^,47601608-,47599738^47599740-47601608^47601610-
17@+@47619322^47619737-@47619321^47619323-47619737^47619739-,17,+,47619322^,47619737-,47619321^47619323-47619737^47619739-
17@+@47619372^47619737-@47619371^47619373-47619737^47619739-,17,+,47619372^,47619737-,47619371^47619373-47619737^47619739-
17@+@47619495^47619737-@47619494^47619496-47619737^47619739-,17,+,47619495^,47619737-,47619494^47619496-47619737^47619739-
17@+@47619164^47619737-@47619163^47619165-47619737^47619739-,17,+,47619164^,47619737-,47619163^47619165-47619737^47619739-
17@+@47619164^47619278-@47619163^47619165-47619278^47619280-,17,+,47619164^,47619278-,47619163^47619165-47619278^47619280-
17@+@5426082^5426236-@5426081^5426083-5426236^5426238-,17,+,5426082^,5426236-,5426081^5426083-5426236^5426238-
17@+@5426299^5428071-@5426298^5426300-5428071^5428073-,17,+,5426299^,5428071-,5426298^5426300-5428071^5428073-
17@+@5426082^5428071-@5426081^5426083-5428071^5428073-,17,+,5426082^,5428071-,5426081^5426083-5428071^5428073-
17@-@5481296^5481142-@5481298^5481296-5481143^5481141-,17,-,5481296^,5481142-,5481298^5481296-5481143^5481141-
17@-@5387605^5387466-@5387607^5387605-5387467^5387465-,17,-,5387605^,5387466-,5387607^5387605-5387467^5387465-
17@-@15540433^15538153-@15540435^15540433-15538154^15538152-,17,-,15540433^,15538153-,15540435^15540433-15538154^15538152-
17@+@36211890^36212364-@36211889^36211891-36212364^36212366-,17,+,36211890^,36212364-,36211889^36211891-36212364^36212366-
17@+@36211890^36212293-@36211889^36211891-36212293^36212295-,17,+,36211890^,36212293-,36211889^36211891-36212293^36212295-
17@+@36211890^36212334-@36211889^36211891-36212334^36212336-,17,+,36211890^,36212334-,36211889^36211891-36212334^36212336-
17@+@36211890^36212497-@36211889^36211891-36212497^36212499-,17,+,36211890^,36212497-,36211889^36211891-36212497^36212499-
17@+@36211890^36212313-@36211889^36211891-36212313^36212315-,17,+,36211890^,36212313-,36211889^36211891-36212313^36212315-
17@+@36211890^36212482-@36211889^36211891-36212482^36212484-,17,+,36211890^,36212482-,36211889^36211891-36212482^36212484-
17@+@49252674^49252854-@49252673^49252675-49252854^49252856-,17,+,49252674^,49252854-,49252673^49252675-49252854^49252856-
17@+@49252918^49253041-@49252917^49252919-49253041^49253043-,17,+,49252918^,49253041-,49252917^49252919-49253041^49253043-
17@-@14034008^14033661-@14034010^14034008-14033662^14033660-,17,-,14034008^,14033661-,14034010^14034008-14033662^14033660-
17@-@81385292^81385174-@81385294^81385292-81385175^81385173-,17,-,81385292^,81385174-,81385294^81385292-81385175^81385173-
17@-@81385292^81385174-@81385294^81385292-81385175^81385173-,17,-,81385292^,81385174-,81385294^81385292-81385175^81385173-
17@-@60135097^60134851-@60135099^60135097-60134852^60134850-,17,-,60135097^,60134851-,60135099^60135097-60134852^60134850-
17@-@60135097^60134841-@60135099^60135097-60134842^60134840-,17,-,60135097^,60134841-,60135099^60135097-60134842^60134840-
17@+@76558279^76558374-@76558278^76558280-76558374^76558376-,17,+,76558279^,76558374-,76558278^76558280-76558374^76558376-
17@+@76558600^76558945-@76558599^76558601-76558945^76558947-,17,+,76558600^,76558945-,76558599^76558601-76558945^76558947-
17@+@76557857^76558374-@76557856^76557858-76558374^76558376-,17,+,76557857^,76558374-,76557856^76557858-76558374^76558376-
17@+@16439060^16439327-@16439059^16439061-16439327^16439329-,17,+,16439060^,16439327-,16439059^16439061-16439327^16439329-
17@+@16439414^16439528-@16439413^16439415-16439528^16439530-,17,+,16439414^,16439528-,16439413^16439415-16439528^16439530-
17@+@16439414^16439532-@16439413^16439415-16439532^16439534-,17,+,16439414^,16439532-,16439413^16439415-16439532^16439534-
17@+@16439414^16439660-@16439413^16439415-16439660^16439662-,17,+,16439414^,16439660-,16439413^16439415-16439660^16439662-
17@+@16439414^16439581-@16439413^16439415-16439581^16439583-,17,+,16439414^,16439581-,16439413^16439415-16439581^16439583-
17@+@16439692^16440185-@16439691^16439693-16440185^16440187-,17,+,16439692^,16440185-,16439691^16439693-16440185^16440187-
17@+@16439703^16440185-@16439702^16439704-16440185^16440187-,17,+,16439703^,16440185-,16439702^16439704-16440185^16440187-
17@+@16439703^16440111-@16439702^16439704-16440111^16440113-,17,+,16439703^,16440111-,16439702^16439704-16440111^16440113-
17@+@16439393^16440185-@16439392^16439394-16440185^16440187-,17,+,16439393^,16440185-,16439392^16439394-16440185^16440187-
17@+@16439703^16440185-@16439702^16439704-16440185^16440187-,17,+,16439703^,16440185-,16439702^16439704-16440185^16440187-
17@+@16439414^16440185-@16439413^16439415-16440185^16440187-,17,+,16439414^,16440185-,16439413^16439415-16440185^16440187-
17@+@16439414^16440111-@16439413^16439415-16440111^16440113-,17,+,16439414^,16440111-,16439413^16439415-16440111^16440113-
17@+@16439414^16439581-@16439413^16439415-16439581^16439583-,17,+,16439414^,16439581-,16439413^16439415-16439581^16439583-
17@+@16441130^16441368-@16441129^16441131-16441368^16441370-,17,+,16441130^,16441368-,16441129^16441131-16441368^16441370-
17@+@16441130^16441357-@16441129^16441131-16441357^16441359-,17,+,16441130^,16441357-,16441129^16441131-16441357^16441359-
17@+@16441130^16441368-@16441129^16441131-16441368^16441370-,17,+,16441130^,16441368-,16441129^16441131-16441368^16441370-
17@+@45244025^45244176-@45244024^45244026-45244176^45244178-,17,+,45244025^,45244176-,45244024^45244026-45244176^45244178-
17@+@45246330^45246505-@45246329^45246331-45246505^45246507-,17,+,45246330^,45246505-,45246329^45246331-45246505^45246507-
17@-@1713856^1712895-@1713858^1713856-1712896^1712894-,17,-,1713856^,1712895-,1713858^1713856-1712896^1712894-
17@-@1712589^1712399-@1712591^1712589-1712400^1712398-,17,-,1712589^,1712399-,1712591^1712589-1712400^1712398-
17@-@1713703^1712399-@1713705^1713703-1712400^1712398-,17,-,1713703^,1712399-,1713705^1713703-1712400^1712398-
17@-@1713703^1712904-@1713705^1713703-1712905^1712903-,17,-,1713703^,1712904-,1713705^1713703-1712905^1712903-
17@-@1713703^1713055-@1713705^1713703-1713056^1713054-,17,-,1713703^,1713055-,1713705^1713703-1713056^1713054-
17@-@1713856^1712399-@1713858^1713856-1712400^1712398-,17,-,1713856^,1712399-,1713858^1713856-1712400^1712398-
17@-@1713856^1712895-@1713858^1713856-1712896^1712894-,17,-,1713856^,1712895-,1713858^1713856-1712896^1712894-
17@-@1713856^1712904-@1713858^1713856-1712905^1712903-,17,-,1713856^,1712904-,1713858^1713856-1712905^1712903-
17@-@1684780^1684582-@1684782^1684780-1684583^1684581-,17,-,1684780^,1684582-,1684782^1684780-1684583^1684581-
17@+@28194708^28196180-@28194707^28194709-28196180^28196182-,17,+,28194708^,28196180-,28194707^28194709-28196180^28196182-
17@+@63827514^63827674-@63827513^63827515-63827674^63827676-,17,+,63827514^,63827674-,63827513^63827515-63827674^63827676-
17@+@63827514^63827851-@63827513^63827515-63827851^63827853-,17,+,63827514^,63827851-,63827513^63827515-63827851^63827853-
17@+@63828209^63829494-@63828208^63828210-63829494^63829496-,17,+,63828209^,63829494-,63828208^63828210-63829494^63829496-
17@+@63831425^63831506-@63831424^63831426-63831506^63831508-,17,+,63831425^,63831506-,63831424^63831426-63831506^63831508-
17@-@18257124^18257019-@18257126^18257124-18257020^18257018-,17,-,18257124^,18257019-,18257126^18257124-18257020^18257018-
17@-@18254079^18253719-@18254081^18254079-18253720^18253718-,17,-,18254079^,18253719-,18254081^18254079-18253720^18253718-
17@-@18245934^18245850-@18245936^18245934-18245851^18245849-,17,-,18245934^,18245850-,18245936^18245934-18245851^18245849-
17@-@18245744^18245660-@18245746^18245744-18245661^18245659-,17,-,18245744^,18245660-,18245746^18245744-18245661^18245659-
17@-@18245838^18245660-@18245840^18245838-18245661^18245659-,17,-,18245838^,18245660-,18245840^18245838-18245661^18245659-
17@-@18245555^18245419-@18245557^18245555-18245420^18245418-,17,-,18245555^,18245419-,18245557^18245555-18245420^18245418-
17@-@18245354^18245272-@18245356^18245354-18245273^18245271-,17,-,18245354^,18245272-,18245356^18245354-18245273^18245271-
17@-@18245354^18245272-@18245356^18245354-18245273^18245271-,17,-,18245354^,18245272-,18245356^18245354-18245273^18245271-
17@-@45405028^45404681-@45405030^45405028-45404682^45404680-,17,-,45405028^,45404681-,45405030^45405028-45404682^45404680-
17@-@45404924^45404681-@45404926^45404924-45404682^45404680-,17,-,45404924^,45404681-,45404926^45404924-45404682^45404680-
17@-@45404445^45404096-@45404447^45404445-45404097^45404095-,17,-,45404445^,45404096-,45404447^45404445-45404097^45404095-
17@-@45404029^45403709-@45404031^45404029-45403710^45403708-,17,-,45404029^,45403709-,45404031^45404029-45403710^45403708-
17@-@45396487^45396284-@45396489^45396487-45396285^45396283-,17,-,45396487^,45396284-,45396489^45396487-45396285^45396283-
17@+@32931402^32931475-@32931401^32931403-32931475^32931477-,17,+,32931402^,32931475-,32931401^32931403-32931475^32931477-
17@+@75591016^75591172-@75591015^75591017-75591172^75591174-,17,+,75591016^,75591172-,75591015^75591017-75591172^75591174-
17@+@75620636^75621031-@75620635^75620637-75621031^75621033-,17,+,75620636^,75621031-,75620635^75620637-75621031^75621033-
17@+@75621408^75621501-@75621407^75621409-75621501^75621503-,17,+,75621408^,75621501-,75621407^75621409-75621501^75621503-
17@-@29121851^29121723-@29121853^29121851-29121724^29121722-,17,-,29121851^,29121723-,29121853^29121851-29121724^29121722-
17@-@29097223^29096915-@29097225^29097223-29096916^29096914-,17,-,29097223^,29096915-,29097225^29097223-29096916^29096914-
17@-@44182930^44181720-@44182932^44182930-44181721^44181719-,17,-,44182930^,44181720-,44182932^44182930-44181721^44181719-
17@-@44182930^44181741-@44182932^44182930-44181742^44181740-,17,-,44182930^,44181741-,44182932^44182930-44181742^44181740-
17@-@15978044^15977913-@15978046^15978044-15977914^15977912-,17,-,15978044^,15977913-,15978046^15978044-15977914^15977912-
17@-@15978044^15977913-@15978046^15978044-15977914^15977912-,17,-,15978044^,15977913-,15978046^15978044-15977914^15977912-
17@-@15977800^15977700-@15977802^15977800-15977701^15977699-,17,-,15977800^,15977700-,15977802^15977800-15977701^15977699-
17@+@16000032^16000118-@16000031^16000033-16000118^16000120-,17,+,16000032^,16000118-,16000031^16000033-16000118^16000120-
